1.000000000000000000e+00 -1.000000000000000000e+00 -1.012427320004523290e+00 0.000000000000000000e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 2.000000000000000000e+00 1.000000000000000000e+00 -9.766344349538582659e-01 3.871201010907891149e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 3.000000000000000000e+00 1.000000000000000000e+00 -6.596117387908256857e-01 -3.688879454113936252e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 4.000000000000000000e+00 1.000000000000000000e+00 -3.425890426277932166e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 5.000000000000000000e+00 1.000000000000000000e+00 -1.533980787885641170e-02 -2.079441541679835748e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 6.000000000000000000e+00 1.000000000000000000e+00 2.812298111123675559e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.555348061489413514e+00 
 7.000000000000000000e+00 1.000000000000000000e+00 5.573463529317830290e-01 -2.772588722239781145e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 8.000000000000000000e+00 1.000000000000000000e+00 8.539159719230069445e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 9.000000000000000000e+00 1.000000000000000000e+00 1.002200781418618902e+00 -3.465735902799726542e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.000000000000000000e+01 -1.000000000000000000e+00 9.970875121256668194e-01 0.000000000000000000e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.100000000000000000e+01 -1.000000000000000000e+00 6.544984694978736028e-01 4.564348191467836102e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.200000000000000000e+01 -1.000000000000000000e+00 3.221359654559846630e-01 4.718498871295094155e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.300000000000000000e+01 -1.000000000000000000e+00 1.022653858590427504e-02 4.382026634673881205e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.400000000000000000e+01 -1.000000000000000000e+00 -2.556634646476068640e-01 4.276666119016055312e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.500000000000000000e+01 -1.000000000000000000e+00 -6.187055844472086896e-01 4.382026634673881205e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.600000000000000000e+01 -1.000000000000000000e+00 -9.357282806102411588e-01 4.158883083359671495e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.700000000000000000e+01 -1.000000000000000000e+00 -1.012427320004523290e+00 3.178053830347945752e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.800000000000000000e+01 1.000000000000000000e+00 -1.007314050711570985e+00 0.000000000000000000e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 1.900000000000000000e+01 1.000000000000000000e+00 -6.800648159626342393e-01 -4.276666119016055312e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.000000000000000000e+01 1.000000000000000000e+00 -3.681553890925539085e-01 -3.688879454113936252e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.100000000000000000e+01 1.000000000000000000e+00 -1.533980787885641170e-02 -3.688879454113936252e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.200000000000000000e+01 1.000000000000000000e+00 2.607767339405590024e-01 -2.772588722239781145e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.300000000000000000e+01 1.000000000000000000e+00 5.420065450529265583e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.400000000000000000e+01 1.000000000000000000e+00 8.232363561652941142e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.500000000000000000e+01 1.000000000000000000e+00 1.007314050711570985e+00 -4.025351690735149646e+00 2.517696472610991165e+00 3.583518938456109915e+00 
 2.600000000000000000e+01 -1.000000000000000000e+00 9.970875121256668194e-01 0.000000000000000000e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 2.700000000000000000e+01 -1.000000000000000000e+00 7.056311624273949867e-01 -4.969813299576000709e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 2.800000000000000000e+01 -1.000000000000000000e+00 3.681553890925539085e-01 3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 2.900000000000000000e+01 -1.000000000000000000e+00 9.203884727313847713e-02 4.718498871295094155e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.000000000000000000e+01 -1.000000000000000000e+00 -1.840776945462769543e-01 4.382026634673881205e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.100000000000000000e+01 -1.000000000000000000e+00 -4.908738521234051744e-01 4.276666119016055312e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.200000000000000000e+01 -1.000000000000000000e+00 -7.772169325287249242e-01 4.276666119016055312e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.300000000000000000e+01 -1.000000000000000000e+00 -1.022653858590427456e+00 3.465735902799726542e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.400000000000000000e+01 1.000000000000000000e+00 -1.007314050711570985e+00 0.000000000000000000e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.500000000000000000e+01 1.000000000000000000e+00 -6.544984694978736028e-01 -4.276666119016055312e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.600000000000000000e+01 1.000000000000000000e+00 -3.425890426277932166e-01 -4.276666119016055312e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.700000000000000000e+01 1.000000000000000000e+00 -6.647250080837778519e-02 -4.276666119016055312e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.800000000000000000e+01 1.000000000000000000e+00 2.096440410110376462e-01 -3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 3.900000000000000000e+01 1.000000000000000000e+00 4.857605828304530915e-01 -3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.000000000000000000e+01 1.000000000000000000e+00 7.721036632357727303e-01 -3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.100000000000000000e+01 1.000000000000000000e+00 1.007314050711570985e+00 -4.025351690735149646e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.200000000000000000e+01 -1.000000000000000000e+00 9.612946270750019062e-01 0.000000000000000000e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.300000000000000000e+01 -1.000000000000000000e+00 6.289321230331129664e-01 4.025351690735149646e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.400000000000000000e+01 -1.000000000000000000e+00 3.425890426277932166e-01 3.871201010907891149e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.500000000000000000e+01 -1.000000000000000000e+00 6.647250080837778519e-02 3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.600000000000000000e+01 -1.000000000000000000e+00 -2.096440410110376462e-01 3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.700000000000000000e+01 -1.000000000000000000e+00 -5.164401985881659218e-01 3.871201010907891149e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.800000000000000000e+01 -1.000000000000000000e+00 -8.283496254582463081e-01 3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 4.900000000000000000e+01 -1.000000000000000000e+00 -1.012427320004523290e+00 3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 5.000000000000000000e+01 1.000000000000000000e+00 -1.007314050711570985e+00 0.000000000000000000e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 5.100000000000000000e+01 1.000000000000000000e+00 -7.107444317203470696e-01 4.852030263919616893e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 5.200000000000000000e+01 1.000000000000000000e+00 -3.937217355573146005e-01 -2.772588722239781145e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 5.300000000000000000e+01 1.000000000000000000e+00 -9.203884727313847713e-02 -3.688879454113936252e+00 2.517696472610991165e+00 3.610917912644224348e+00 
 5.400000000000000000e+01 1.000000000000000000e+00 1.840776945462769543e-01 -4.382026634673881205e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 5.500000000000000000e+01 1.000000000000000000e+00 4.653075056586445379e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 5.600000000000000000e+01 1.000000000000000000e+00 7.976700097005334777e-01 -2.079441541679835748e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 5.700000000000000000e+01 1.000000000000000000e+00 1.007314050711570985e+00 -4.158883083359671495e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 5.800000000000000000e+01 -1.000000000000000000e+00 9.868609735397625427e-01 -4.382026634673881205e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 5.900000000000000000e+01 -1.000000000000000000e+00 7.005178931344427928e-01 4.158883083359671495e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 6.000000000000000000e+01 -1.000000000000000000e+00 4.192880820220752924e-01 2.079441541679835748e+00 2.517696472610991165e+00 3.637586159726385659e+00 
 6.100000000000000000e+01 -1.000000000000000000e+00 1.431715402026598472e-01 2.079441541679835748e+00 2.517696472610991165e+00 3.637586159726385659e+00 
